Reservation_ID,Payment,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan
RES-00438,upi,2000,,100.0,2100.0,premium
RES-00439,wallet,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-00440,Card,₹1000/day,DISC15,50.0,1050.0,premium
RES-00441,upi,1200/day,BOGUS99,60.0,1260.0,eco
RES-00442,upi,3000,SAVE10,150.0,3150.0,eco
RES-00443,UPI,"₹ 2,500 /day",,125.0,2625.0,standard
RES-00444,cash,₹ 800 /day,,40.0,840.0,premium
RES-00445,card,2500/day,SAVE10,125.0,2625.0,eco
RES-00446,Card,1500,DISC15,,1575.0,standard
RES-00447,UPI,1000/day,SAVE10,50.0,1050.0,premium
RES-00448,cash,₹1500/day,DISC15,75.0,1575.0,premium
RES-00449,wallet,2500,,125.0,2625.0,premium
RES-00450,cash,2000,DISC15,100.0,2100.0,standard
RES-00451,cash,3000,SAVE10,150.0,3150.0,eco
RES-00452,upi,800/day,DISC15,40.0,840.0,premium
RES-00453,Card,1000/day,SAVE10,50.0,1050.0,standard
RES-00454,wallet,₹1000/day,,50.0,1050.0,premium
RES-00455,card,"₹ 3,000 /day",DISC15,150.0,3150.0,eco
RES-00456,UPI,"₹ 2,000 /day",,,2100.0,premium
RES-00457,card,1000,BOGUS99,50.0,1050.0,eco
RES-00458,upi,₹ 800 /day,SAVE10,40.0,840.0,premium
RES-00459,cash,₹2500/day,SAVE10,125.0,2625.0,standard
RES-00460,UPI,2000/day,,100.0,2100.0,standard
RES-00461,wallet,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-00462,wallet,1500,DISC15,75.0,1575.0,standard
RES-00463,card,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-00464,cash,1500,,,1575.0,eco
RES-00465,cash,1200/day,,60.0,1260.0,premium
RES-00466,card,"₹ 2,000 /day",BOGUS99,100.0,2100.0,premium
RES-00467,card,₹1500/day,,,1575.0,eco
RES-00468,cash,2500/day,BOGUS99,125.0,2625.0,standard
RES-00469,wallet,1200/day,SAVE10,60.0,1260.0,standard
RES-00470,Card,3000/day,BOGUS99,150.0,3150.0,premium
RES-00471,cash,1200,DISC15,60.0,1260.0,premium
RES-00472,cash,"₹ 1,500 /day",SAVE10,,1575.0,premium
RES-00473,UPI,800/day,DISC15,40.0,840.0,premium
RES-00474,UPI,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-00475,card,1500,,75.0,1575.0,eco
RES-00476,Card,"₹ 3,000 /day",BOGUS99,,3150.0,premium
RES-00477,upi,1200,SAVE10,60.0,1260.0,eco
RES-00478,UPI,₹800/day,,40.0,840.0,premium
RES-00479,Card,1500/day,BOGUS99,75.0,1575.0,standard
RES-00480,card,800/day,DISC15,40.0,840.0,premium
RES-00481,wallet,₹ 800 /day,SAVE10,40.0,840.0,premium
RES-00482,cash,1000/day,SAVE10,50.0,1050.0,premium
RES-00483,Card,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium
RES-00484,wallet,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium
RES-00485,cash,₹ 800 /day,,40.0,840.0,standard
RES-00486,cash,1500/day,,75.0,1575.0,premium
RES-00487,UPI,"₹ 2,500 /day",,125.0,2625.0,eco
RES-00488,card,₹ 800 /day,,40.0,840.0,standard
RES-00489,wallet,1200,,60.0,1260.0,standard
RES-00490,Card,800/day,DISC15,40.0,840.0,eco
RES-00491,upi,2000,SAVE10,,2100.0,premium
RES-00492,card,1000/day,DISC15,50.0,1050.0,standard
RES-00493,UPI,"₹ 2,000 /day",,100.0,2100.0,premium
RES-00494,UPI,2000,BOGUS99,,2100.0,standard
RES-00495,Card,1000,,50.0,1050.0,eco
RES-00496,Card,1200/day,BOGUS99,60.0,1260.0,standard
RES-00497,upi,1000,DISC15,50.0,1050.0,premium
RES-00498,wallet,₹800/day,SAVE10,40.0,840.0,standard
RES-00499,UPI,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-00500,UPI,2000/day,SAVE10,100.0,2100.0,standard
RES-00501,upi,1000,SAVE10,,1050.0,standard
RES-00502,upi,1200/day,SAVE10,60.0,1260.0,standard
RES-00503,wallet,1000,BOGUS99,50.0,1050.0,premium
RES-00504,upi,₹800/day,DISC15,40.0,840.0,premium
RES-00505,Card,2500/day,SAVE10,125.0,2625.0,premium
RES-00506,cash,2000,BOGUS99,100.0,2100.0,eco
RES-00507,Card,₹ 800 /day,SAVE10,40.0,840.0,premium
RES-00508,UPI,₹ 800 /day,BOGUS99,,840.0,standard
RES-00509,UPI,"₹ 2,500 /day",SAVE10,125.0,2625.0,standard
RES-00510,card,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-00511,Card,₹2500/day,BOGUS99,125.0,2625.0,premium
RES-00512,cash,2000/day,BOGUS99,,2100.0,eco
RES-00513,UPI,₹1000/day,DISC15,50.0,1050.0,eco
RES-00514,card,2000,SAVE10,,2100.0,standard
RES-00515,card,1000/day,DISC15,50.0,1050.0,standard
RES-00516,cash,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-00517,card,₹2000/day,SAVE10,100.0,2100.0,standard
RES-00518,cash,2000,DISC15,100.0,2100.0,eco
RES-00519,upi,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium
RES-00520,upi,2500,BOGUS99,125.0,2625.0,eco
RES-00521,wallet,"₹ 1,000 /day",DISC15,50.0,1050.0,standard
RES-00522,Card,2000/day,,100.0,2100.0,premium
RES-00523,card,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-00524,UPI,2000,DISC15,100.0,2100.0,standard
RES-00525,UPI,₹3000/day,BOGUS99,150.0,3150.0,premium
RES-00526,Card,₹2000/day,DISC15,100.0,2100.0,standard
RES-00527,UPI,1000,DISC15,50.0,1050.0,premium
RES-00528,wallet,₹2500/day,,125.0,2625.0,standard
RES-00529,cash,2000,,100.0,2100.0,standard
RES-00530,cash,800/day,SAVE10,40.0,840.0,standard
RES-00531,Card,"₹ 1,200 /day",DISC15,60.0,1260.0,standard
RES-00532,cash,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-00533,card,₹3000/day,BOGUS99,150.0,3150.0,eco
RES-00534,wallet,1200/day,DISC15,60.0,1260.0,eco
RES-00535,wallet,800,SAVE10,40.0,840.0,premium
RES-00536,upi,3000/day,,150.0,3150.0,standard
RES-00537,upi,1500,,75.0,1575.0,premium
RES-00538,upi,2000/day,SAVE10,100.0,2100.0,eco
RES-00539,wallet,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium
RES-00540,UPI,1000/day,BOGUS99,50.0,1050.0,standard
RES-00541,upi,2000,,,2100.0,standard
RES-00542,cash,1200,DISC15,60.0,1260.0,premium
RES-00543,wallet,1500,DISC15,75.0,1575.0,eco
RES-00544,cash,2500,BOGUS99,125.0,2625.0,standard
RES-00545,card,2000/day,SAVE10,100.0,2100.0,premium
RES-00546,wallet,"₹ 1,000 /day",,50.0,1050.0,standard
RES-00547,upi,₹1000/day,SAVE10,,1050.0,eco
RES-00548,UPI,₹1500/day,BOGUS99,,1575.0,standard
RES-00549,upi,"₹ 1,000 /day",SAVE10,,1050.0,premium
RES-00550,Card,2500/day,DISC15,125.0,2625.0,eco
RES-00551,wallet,2000,DISC15,100.0,2100.0,standard
RES-00552,UPI,800/day,,40.0,840.0,eco
RES-00553,Card,1500/day,SAVE10,,1575.0,standard
RES-00554,upi,2000/day,SAVE10,100.0,2100.0,eco
RES-00555,Card,₹2000/day,BOGUS99,100.0,2100.0,eco
RES-00556,card,₹800/day,,40.0,840.0,eco
RES-00557,UPI,1200,DISC15,60.0,1260.0,premium
RES-00558,cash,1500,SAVE10,75.0,1575.0,standard
RES-00559,upi,3000/day,SAVE10,150.0,3150.0,standard
RES-00560,cash,"₹ 1,000 /day",,50.0,1050.0,premium
RES-00561,cash,"₹ 2,500 /day",BOGUS99,125.0,2625.0,premium
RES-00562,UPI,2000,SAVE10,100.0,2100.0,standard
RES-00563,UPI,800/day,,,840.0,standard
RES-00564,UPI,₹1500/day,SAVE10,75.0,1575.0,premium
RES-00565,card,800,,40.0,840.0,standard
RES-00566,Card,₹2500/day,DISC15,125.0,2625.0,eco
RES-00567,UPI,3000/day,SAVE10,150.0,3150.0,eco
RES-00568,wallet,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-00569,UPI,₹ 800 /day,,40.0,840.0,eco
RES-00570,Card,₹1000/day,BOGUS99,50.0,1050.0,premium
RES-00571,Card,"₹ 1,500 /day",SAVE10,75.0,1575.0,eco
RES-00572,UPI,₹1000/day,DISC15,50.0,1050.0,eco
RES-00573,wallet,"₹ 1,500 /day",,,1575.0,eco
RES-00574,card,"₹ 1,200 /day",,,1260.0,premium
RES-00575,UPI,1500,BOGUS99,75.0,1575.0,standard
RES-00576,UPI,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-00577,Card,3000,,150.0,3150.0,eco
RES-00578,wallet,"₹ 2,500 /day",,125.0,2625.0,standard
RES-00579,Card,1500,,,1575.0,premium
RES-00580,wallet,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-00581,wallet,800/day,BOGUS99,40.0,840.0,eco
RES-00582,wallet,1500,SAVE10,75.0,1575.0,standard
RES-00583,wallet,800,,40.0,840.0,premium
RES-00584,cash,1000/day,SAVE10,50.0,1050.0,eco
RES-00585,upi,1200,SAVE10,60.0,1260.0,eco
RES-00586,cash,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-00587,wallet,"₹ 3,000 /day",BOGUS99,150.0,3150.0,eco
RES-00588,upi,₹1000/day,BOGUS99,,1050.0,premium
RES-00589,UPI,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-00590,upi,₹2500/day,SAVE10,125.0,2625.0,eco
RES-00591,upi,2500/day,SAVE10,125.0,2625.0,standard
RES-00592,UPI,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-00593,Card,800/day,BOGUS99,40.0,840.0,eco
RES-00594,Card,₹2500/day,,125.0,2625.0,standard
RES-00595,cash,₹1200/day,DISC15,60.0,1260.0,premium
RES-00596,card,₹2500/day,,125.0,2625.0,standard
RES-00597,Card,2000,DISC15,,2100.0,standard
RES-00598,cash,₹1000/day,DISC15,,1050.0,eco
RES-00599,card,₹3000/day,DISC15,,3150.0,eco
RES-00600,card,"₹ 2,500 /day",,,2625.0,eco
RES-00601,card,800,DISC15,40.0,840.0,eco
RES-00602,cash,₹2500/day,BOGUS99,,2625.0,standard
RES-00603,upi,2500,SAVE10,125.0,2625.0,premium
RES-00604,wallet,2000/day,BOGUS99,,2100.0,eco
RES-00605,cash,1200,BOGUS99,60.0,1260.0,standard
RES-00606,cash,800/day,BOGUS99,40.0,840.0,standard
RES-00607,card,₹1500/day,SAVE10,75.0,1575.0,premium
RES-00608,Card,1500/day,,75.0,1575.0,premium
RES-00609,card,₹1500/day,,75.0,1575.0,standard
RES-00610,cash,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-00611,UPI,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-00612,card,1500,,75.0,1575.0,eco
RES-00613,cash,"₹ 2,500 /day",BOGUS99,,2625.0,eco
RES-00614,upi,1200,DISC15,,1260.0,standard
RES-00615,upi,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-00616,upi,1500,,75.0,1575.0,eco
RES-00617,card,2500,BOGUS99,,2625.0,standard
RES-00618,wallet,1200/day,SAVE10,60.0,1260.0,eco
RES-00619,Card,₹1000/day,DISC15,50.0,1050.0,standard
RES-00620,wallet,2000/day,DISC15,100.0,2100.0,eco
RES-00621,Card,"₹ 1,200 /day",,60.0,1260.0,standard
RES-00622,Card,₹2000/day,BOGUS99,100.0,2100.0,eco
RES-00623,Card,2500/day,SAVE10,,2625.0,eco
RES-00624,UPI,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-00625,Card,₹ 800 /day,,,840.0,standard
RES-00626,UPI,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-00627,Card,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-00628,UPI,1200,DISC15,,1260.0,eco
RES-00629,upi,2000,BOGUS99,100.0,2100.0,premium
RES-00630,upi,2000,SAVE10,100.0,2100.0,eco
RES-00631,cash,"₹ 3,000 /day",,150.0,3150.0,standard
RES-00632,wallet,3000,BOGUS99,150.0,3150.0,eco
RES-00633,cash,₹3000/day,BOGUS99,150.0,3150.0,standard
RES-00634,UPI,₹1000/day,,50.0,1050.0,eco
RES-00635,upi,2000/day,SAVE10,100.0,2100.0,eco
RES-00636,UPI,2500,DISC15,125.0,2625.0,eco
RES-00637,wallet,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-00638,Card,"₹ 1,000 /day",DISC15,50.0,1050.0,eco
RES-00639,cash,2000/day,SAVE10,100.0,2100.0,premium
RES-00640,UPI,₹2000/day,DISC15,100.0,2100.0,eco
RES-00641,wallet,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-00642,upi,1000/day,BOGUS99,50.0,1050.0,eco
RES-00643,upi,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard
RES-00644,cash,"₹ 2,000 /day",SAVE10,,2100.0,premium
RES-00645,cash,"₹ 2,500 /day",,125.0,2625.0,standard
RES-00646,upi,2000/day,BOGUS99,,2100.0,standard
RES-00647,Card,2000,SAVE10,100.0,2100.0,standard
RES-00648,upi,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium
RES-00649,UPI,1200/day,DISC15,60.0,1260.0,standard
RES-00650,card,800,BOGUS99,,840.0,eco
RES-00651,Card,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-00652,Card,₹800/day,DISC15,40.0,840.0,premium
RES-00653,UPI,"₹ 3,000 /day",,,3150.0,standard
RES-00654,wallet,1200,SAVE10,60.0,1260.0,premium
RES-00655,cash,3000,DISC15,150.0,3150.0,standard
RES-00656,card,800,SAVE10,40.0,840.0,eco
RES-00657,card,2000,,100.0,2100.0,premium
RES-00658,card,800/day,DISC15,40.0,840.0,standard
RES-00659,wallet,₹2000/day,,100.0,2100.0,eco
RES-00660,UPI,3000/day,BOGUS99,150.0,3150.0,standard
RES-00661,upi,₹1500/day,,75.0,1575.0,standard
RES-00662,card,2500/day,BOGUS99,125.0,2625.0,standard
RES-00663,card,"₹ 1,500 /day",BOGUS99,,1575.0,standard
RES-00664,Card,"₹ 2,500 /day",,125.0,2625.0,standard
RES-00665,wallet,"₹ 2,000 /day",,100.0,2100.0,standard
RES-00666,wallet,3000/day,,150.0,3150.0,eco
RES-00667,UPI,3000,,150.0,3150.0,standard
RES-00668,card,1500,BOGUS99,75.0,1575.0,premium
RES-00669,card,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-00670,card,1500/day,BOGUS99,,1575.0,premium
RES-00671,card,"₹ 1,200 /day",SAVE10,,1260.0,eco
RES-00672,Card,3000,DISC15,150.0,3150.0,eco
RES-00673,cash,1500,SAVE10,75.0,1575.0,standard
RES-00674,wallet,2000/day,DISC15,100.0,2100.0,premium
RES-00675,card,1500/day,SAVE10,,1575.0,eco
RES-00676,upi,2500/day,BOGUS99,125.0,2625.0,premium
RES-00677,upi,1000/day,DISC15,50.0,1050.0,premium
RES-00678,upi,3000,SAVE10,150.0,3150.0,standard
RES-00679,Card,"₹ 1,500 /day",SAVE10,,1575.0,eco
RES-00680,UPI,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-00681,upi,800/day,BOGUS99,,840.0,eco
RES-00682,UPI,1500/day,,75.0,1575.0,standard
RES-00683,upi,"₹ 2,000 /day",BOGUS99,100.0,2100.0,premium
RES-00684,Card,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-00685,card,1200,SAVE10,60.0,1260.0,standard
RES-00686,cash,1000,BOGUS99,,1050.0,standard
RES-00687,cash,1500,BOGUS99,75.0,1575.0,eco
RES-00688,upi,2000,DISC15,100.0,2100.0,standard
RES-00689,Card,₹ 800 /day,DISC15,,840.0,standard
RES-00690,cash,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard
RES-00691,card,1200/day,BOGUS99,60.0,1260.0,eco
RES-00692,cash,1200/day,DISC15,60.0,1260.0,premium
RES-00693,wallet,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium
RES-00694,card,"₹ 2,500 /day",DISC15,125.0,2625.0,premium
RES-00695,wallet,2000/day,,,2100.0,standard
RES-00696,upi,₹ 800 /day,DISC15,,840.0,standard
RES-00697,Card,2000/day,BOGUS99,100.0,2100.0,eco
RES-00698,upi,₹2000/day,BOGUS99,,2100.0,eco
RES-00699,cash,₹2000/day,SAVE10,,2100.0,eco
RES-00700,UPI,3000/day,DISC15,150.0,3150.0,premium
RES-00701,wallet,3000/day,,150.0,3150.0,standard
RES-00702,UPI,1200,,,1260.0,eco
RES-00703,Card,1500,,75.0,1575.0,eco
RES-00704,upi,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-00705,UPI,1000/day,,50.0,1050.0,standard
RES-00706,card,2500,,,2625.0,premium
RES-00707,wallet,₹1500/day,DISC15,75.0,1575.0,eco
RES-00708,upi,2500,,125.0,2625.0,standard
RES-00709,UPI,"₹ 1,200 /day",DISC15,60.0,1260.0,eco
RES-00710,UPI,₹2000/day,,100.0,2100.0,eco
RES-00711,UPI,₹1000/day,,50.0,1050.0,eco
RES-00712,upi,2500,,125.0,2625.0,eco
RES-00713,UPI,2500,SAVE10,125.0,2625.0,eco
RES-00714,UPI,₹3000/day,,150.0,3150.0,standard
RES-00715,wallet,₹2500/day,SAVE10,125.0,2625.0,premium
RES-00716,upi,2000/day,BOGUS99,100.0,2100.0,standard
RES-00717,cash,₹1200/day,,60.0,1260.0,standard
RES-00718,UPI,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-00719,Card,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-00720,cash,1000/day,,50.0,1050.0,eco
RES-00721,UPI,2000,DISC15,100.0,2100.0,eco
RES-00722,Card,1200,DISC15,60.0,1260.0,eco
RES-00723,wallet,₹3000/day,,150.0,3150.0,premium
RES-00724,upi,₹2000/day,,100.0,2100.0,eco
RES-00725,Card,1200/day,SAVE10,60.0,1260.0,eco
RES-00726,wallet,₹3000/day,SAVE10,,3150.0,standard
RES-00727,cash,1500,DISC15,75.0,1575.0,eco
RES-00728,wallet,2500,,,2625.0,eco
RES-00729,wallet,₹800/day,SAVE10,40.0,840.0,standard
RES-00730,Card,₹2500/day,DISC15,125.0,2625.0,premium
RES-00731,UPI,1500,BOGUS99,75.0,1575.0,premium
RES-00732,wallet,₹1000/day,BOGUS99,50.0,1050.0,standard
RES-00733,card,2000,SAVE10,100.0,2100.0,eco
RES-00734,Card,1500,SAVE10,75.0,1575.0,premium
RES-00735,card,₹1000/day,DISC15,50.0,1050.0,premium
RES-00736,cash,₹1500/day,SAVE10,75.0,1575.0,eco
RES-00737,upi,2500,BOGUS99,125.0,2625.0,eco
RES-00738,cash,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-00739,wallet,2000/day,BOGUS99,,2100.0,premium
RES-00740,upi,3000/day,BOGUS99,,3150.0,eco
RES-00741,upi,2000,DISC15,100.0,2100.0,eco
RES-00742,wallet,3000/day,BOGUS99,150.0,3150.0,premium
RES-00743,cash,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-00744,card,₹800/day,,40.0,840.0,eco
RES-00745,upi,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-00746,wallet,₹2000/day,SAVE10,,2100.0,premium
RES-00747,Card,2000,,100.0,2100.0,standard
RES-00748,upi,₹3000/day,,150.0,3150.0,standard
RES-00749,cash,₹ 800 /day,DISC15,40.0,840.0,standard
RES-00750,UPI,2000/day,SAVE10,,2100.0,premium
RES-00751,Card,2500/day,BOGUS99,125.0,2625.0,standard
RES-00752,upi,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-00753,upi,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard
RES-00754,upi,₹2000/day,,100.0,2100.0,premium
RES-00755,upi,₹1500/day,BOGUS99,,1575.0,premium
RES-00756,cash,1000,BOGUS99,50.0,1050.0,eco
RES-00757,cash,₹ 800 /day,BOGUS99,,840.0,premium
RES-00758,card,"₹ 1,500 /day",DISC15,,1575.0,premium
RES-00759,wallet,₹1000/day,SAVE10,50.0,1050.0,standard
RES-00760,card,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-00761,cash,2500,DISC15,125.0,2625.0,premium
RES-00762,Card,₹2500/day,BOGUS99,125.0,2625.0,premium
RES-00763,wallet,2500,SAVE10,125.0,2625.0,premium
RES-00764,wallet,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-00765,cash,"₹ 1,500 /day",,75.0,1575.0,premium
RES-00766,Card,2000/day,,100.0,2100.0,standard
RES-00767,wallet,1500/day,BOGUS99,75.0,1575.0,premium
RES-00768,upi,2000/day,SAVE10,100.0,2100.0,standard
RES-00769,upi,3000,DISC15,,3150.0,eco
RES-00770,cash,₹1000/day,DISC15,50.0,1050.0,premium
RES-00771,card,"₹ 2,000 /day",,100.0,2100.0,premium
RES-00772,UPI,1500,,75.0,1575.0,eco
RES-00773,upi,1000/day,SAVE10,,1050.0,premium
RES-00774,upi,3000/day,DISC15,150.0,3150.0,eco
RES-00775,wallet,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium
RES-00776,wallet,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-00777,Card,₹1500/day,DISC15,,1575.0,premium
RES-00778,wallet,"₹ 2,000 /day",SAVE10,100.0,2100.0,eco
RES-00779,cash,₹2500/day,,125.0,2625.0,premium
RES-00780,card,₹ 800 /day,DISC15,40.0,840.0,premium
RES-00781,UPI,2500,DISC15,125.0,2625.0,premium
RES-00782,cash,2000,,,2100.0,premium
RES-00783,upi,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-00784,Card,800,DISC15,40.0,840.0,premium
RES-00785,UPI,3000,,150.0,3150.0,standard
RES-00786,upi,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium
RES-00787,upi,1200/day,,60.0,1260.0,eco
RES-00788,card,1000,BOGUS99,50.0,1050.0,premium
RES-00789,card,3000/day,DISC15,150.0,3150.0,standard
RES-00790,Card,2000/day,,100.0,2100.0,eco
RES-00791,Card,"₹ 2,000 /day",BOGUS99,100.0,2100.0,eco
RES-00792,UPI,₹1000/day,DISC15,50.0,1050.0,eco
RES-00793,Card,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-00794,wallet,₹2500/day,BOGUS99,125.0,2625.0,eco
RES-00795,upi,"₹ 1,000 /day",BOGUS99,,1050.0,eco
RES-00796,UPI,1500/day,BOGUS99,75.0,1575.0,premium
RES-00797,upi,"₹ 2,500 /day",BOGUS99,125.0,2625.0,premium
RES-00798,upi,1200/day,BOGUS99,60.0,1260.0,eco
RES-00799,upi,3000/day,,,3150.0,premium
RES-00800,Card,2000,BOGUS99,100.0,2100.0,standard
RES-00801,cash,"₹ 1,000 /day",DISC15,50.0,1050.0,standard
RES-00802,upi,1000,,50.0,1050.0,standard
RES-00803,wallet,₹3000/day,SAVE10,150.0,3150.0,premium
RES-00804,UPI,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco
RES-00805,upi,1000/day,DISC15,50.0,1050.0,premium
RES-00806,wallet,₹800/day,,40.0,840.0,premium
RES-00807,cash,1200,SAVE10,,1260.0,eco
RES-00808,Card,800/day,BOGUS99,40.0,840.0,eco
RES-00809,UPI,2500,SAVE10,125.0,2625.0,premium
RES-00810,wallet,"₹ 2,000 /day",,100.0,2100.0,premium
RES-00811,wallet,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-00812,cash,"₹ 1,000 /day",DISC15,50.0,1050.0,standard
RES-00813,wallet,"₹ 2,500 /day",DISC15,,2625.0,standard
RES-00814,wallet,1000,DISC15,50.0,1050.0,standard
RES-00815,card,1500/day,SAVE10,75.0,1575.0,eco
RES-00816,Card,2500/day,,125.0,2625.0,eco
RES-00817,UPI,1200,DISC15,,1260.0,premium
RES-00818,cash,"₹ 1,200 /day",DISC15,,1260.0,standard
RES-00819,card,"₹ 1,200 /day",DISC15,,1260.0,premium
RES-00820,UPI,1000,,50.0,1050.0,eco
RES-00821,wallet,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-00822,card,"₹ 3,000 /day",SAVE10,150.0,3150.0,eco
RES-00823,upi,₹1500/day,SAVE10,75.0,1575.0,premium
RES-00824,UPI,1500/day,,75.0,1575.0,premium
RES-00825,UPI,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco
RES-00826,UPI,₹ 800 /day,SAVE10,40.0,840.0,premium
RES-00827,cash,1200/day,,,1260.0,standard
RES-00828,card,₹1000/day,SAVE10,50.0,1050.0,standard
RES-00829,UPI,1200,BOGUS99,60.0,1260.0,standard
RES-00830,cash,"₹ 1,500 /day",,75.0,1575.0,eco
RES-00831,wallet,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium
RES-00832,wallet,₹1200/day,DISC15,60.0,1260.0,eco
RES-00833,wallet,₹1200/day,DISC15,60.0,1260.0,premium
RES-00834,Card,1500,SAVE10,75.0,1575.0,premium
RES-00835,UPI,2500/day,SAVE10,125.0,2625.0,eco
RES-00836,upi,1000/day,SAVE10,50.0,1050.0,premium
RES-00837,upi,"₹ 3,000 /day",,150.0,3150.0,eco
RES-00838,cash,800,BOGUS99,40.0,840.0,eco
RES-00839,cash,2500,,,2625.0,premium
RES-00840,upi,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco
RES-00841,wallet,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium
RES-00842,wallet,₹ 800 /day,BOGUS99,40.0,840.0,standard
RES-00843,wallet,₹800/day,,40.0,840.0,eco
RES-00844,upi,800,,40.0,840.0,eco
RES-00845,card,₹2000/day,SAVE10,100.0,2100.0,standard
RES-00846,Card,1200/day,BOGUS99,60.0,1260.0,standard
RES-00847,upi,1200/day,DISC15,60.0,1260.0,eco
RES-00848,UPI,₹2500/day,BOGUS99,125.0,2625.0,eco
RES-00849,Card,1000/day,DISC15,50.0,1050.0,standard
RES-00850,cash,₹800/day,SAVE10,,840.0,standard
RES-00851,wallet,1500/day,DISC15,75.0,1575.0,premium
RES-00852,wallet,3000,,150.0,3150.0,premium
RES-00853,wallet,1500/day,BOGUS99,75.0,1575.0,eco
RES-00854,UPI,800,SAVE10,,840.0,standard
RES-00855,upi,₹ 800 /day,BOGUS99,,840.0,eco
RES-00856,card,₹1200/day,DISC15,60.0,1260.0,premium
RES-00857,card,2500,DISC15,,2625.0,premium
RES-00858,card,"₹ 2,000 /day",,100.0,2100.0,eco
RES-00859,UPI,3000,,150.0,3150.0,premium
RES-00860,cash,₹1000/day,BOGUS99,50.0,1050.0,premium
RES-00861,wallet,1500,,75.0,1575.0,premium
RES-00862,wallet,₹1200/day,SAVE10,60.0,1260.0,standard
RES-00863,upi,800/day,SAVE10,,840.0,standard
RES-00864,cash,1000/day,SAVE10,50.0,1050.0,standard
RES-00865,cash,₹1200/day,,60.0,1260.0,premium
RES-00866,wallet,"₹ 1,500 /day",SAVE10,75.0,1575.0,eco
RES-00867,cash,3000,BOGUS99,150.0,3150.0,standard
RES-00868,upi,1000/day,BOGUS99,50.0,1050.0,eco
RES-00869,card,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-00870,card,"₹ 1,000 /day",,50.0,1050.0,standard
RES-00871,Card,₹2500/day,,125.0,2625.0,premium
RES-00872,upi,1000/day,,50.0,1050.0,eco
RES-00873,wallet,₹1200/day,DISC15,60.0,1260.0,eco
